項次,單位代號,核准日期,預算科目/名稱,關注民代,補助縣市鄉鎮區,申請補(捐)助單位,統一編號,活動名稱,活動時間(起),活動時間(迄),活動地點,"活動總經額 (千元)","申請補助金額 (千元)","核准補助金額 (千元)",核准理由
30,促進電力發展營運協助金審議委員會,2015/12/21,aa,aa,高雄市,高雄市路竹區農會,88323700,協助高雄市路竹區農會辦理農業推廣蔬菜集貨場整修改善計畫,2016/1/1,2016/8/30,高雄市路竹區,1240,1110,1000,促進電力發展營運，增進地方建設
31,促進電力發展營運協助金審議委員會,2015/8/20,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所辦理通霄鎮公有零售市場新建工程,aa,aa,aa,aa,aa,98000,促進電力發展營運，增進地方建設
32,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,苗栗縣,苗栗縣政府,aa,協助苗栗縣政府辦理通霄鎮內鄰里道路駁坎排水溝等設施改善工程,aa,aa,苗栗縣通霄鎮,5800,5800,2500,促進電力發展營運，增進地方建設
33,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理104年度苑裡鎮立幼兒園歡樂聖誕親子運動會,2015/12/20,2015/12/20,苗栗縣苑裡鎮,120,60,50,配合宣導電力發展營運，提昇文教品質
34,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,屏東縣,屏東縣車城鄉公所,aa,協助屏東縣車城鄉公所辦理「射寮社區活動中心改善工程」,aa,aa,aa,aa,aa,700,促進電力發展營運，增進地方建設
35,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,屏東縣,屏東縣車城鄉公所,aa,協助屏東縣車城鄉公所辦理「車城鄉納骨堂聯外道路新設工程」,aa,aa,aa,aa,aa,800,促進電力發展營運，增進地方建設
36,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,高雄市,高雄市小港區小港國民小學,aa,協助高雄市小港區小港國民小學辦理更換節能電器改善計畫,2016/1/1,2016/6/30,高雄市小港區,41,41,41,配合宣導電力發展營運，提昇文教品質
37,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,高雄市,南部發電廠,aa,協助南部發電廠辦理關懷弱勢團體獨居老人家庭生活公益活動,2016/1/1,2016/12/31,高雄市前鎮區,aa,203,203,配合宣導電力發展營運，提升台電企業形象
38,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,高雄市,大林發電廠,aa,協助大林發電廠辦理關懷獨居老人歲末送暖公益活動,2016/1/15,2016/2/5,大林蒲及鳳鼻地區,265,265,265,配合宣導電力發展營運，提升台電企業形象
39,促進電力發展營運協助金審議委員會,2015/12/17,aa,aa,高雄市,高雄市小港區青山國民小學,aa,協助高雄市小港區青山國民小學辦理103年度高雄市溫室氣體減量及碳資產管理計畫,2015/11/20,2015/12/20,高雄市小港區,26,26,26,配合宣導電力發展營運，提昇文教品質
40,促進電力發展營運協助金審議委員會,2015/12/21,aa,aa,彰化縣,彰化縣伸港鄉婦女聯合會,47421609,協助彰化縣伸港鄉婦女聯合會辦理迎接2016年元旦興建國105年全民健行暨節能減碳宣導活動,2016/1/1,2016/1/1,彰化縣伸港鄉,952,300,270,配合宣導電力發展營運，提昇文教品質
41,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,南投縣,南投縣水里鄉郡坑國民小學,aa,協助南投縣水里鄉郡坑國民小學辦理105年度校慶聯合園遊會暨節能減碳救地球行動實施計劃,2015/12/31,2016/1/1,南投縣水里鄉,330,248,70,配合宣導電力發展營運，提昇文教品質
42,促進電力發展營運協助金審議委員會,2015/12/16,aa,aa,新北市,新北市石門區農會,37180341,協助新北市石門區農會辦理105年度農民節慶祝大會暨農特產品促銷推廣活動,2016/1/15,2016/4/30,新北市石門區,410,200,100,促進電力發展營運，增進產業發展
43,促進電力發展營運協助金審議委員會,2015/12/15,aa,aa,臺中市,臺中市龍井區農會,56376204,協助臺中市龍井區農會辦理105年度花現龍井~焢窯趣,2016/1/2,2016/1/2,臺中市龍井區,1400,500,240,促進電力發展營運，增進產業發展
44,促進電力發展營運協助金審議委員會,2015/12/15,aa,aa,臺中市,台中發電廠,aa,協助台中發電廠辦理台電照亮小尖兵秀秀龍井暨認識電力-學堂巡禮鄉土教材,2015/11/25,2016/3/20,台中電廠睦鄰地區(龍井區),258,258,258,配合宣導電力發展營運，提昇文教品質
45,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,協和發電廠(珠山分廠),aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,331,配合宣導電力發展營運，提昇文教品質
46,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,屏東縣,第三核能發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,683,關懷弱勢，提升台電企業形象
47,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,桂山發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,100,關懷弱勢，提升台電企業形象
48,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,高雄市,興達發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1265,關懷弱勢，提升台電企業形象
49,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,塔山發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,442,配合宣導電力發展營運，提昇文教品質
50,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,高雄市,南部發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,904,關懷弱勢，提升台電企業形象
51,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,第一核能發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3312,配合宣導電力發展營運，提昇文教品質
52,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,南部發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1987,配合宣導電力發展營運，提昇文教品質
53,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,興達發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,2760,配合宣導電力發展營運，提昇文教品質
54,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,大甲溪發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3091,配合宣導電力發展營運，提昇文教品質
55,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,花蓮縣,東部發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,954,關懷弱勢，提升台電企業形象
56,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,核能火力發電工程處中部施工處,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,4416,配合宣導電力發展營運，提昇文教品質
57,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,桂山發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1049,配合宣導電力發展營運，提昇文教品質
58,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,苗栗縣,核能火力發電工程處中部施工處,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,2008,關懷弱勢，提升台電企業形象
59,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,萬大發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1104,配合宣導電力發展營運，提昇文教品質
60,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,臺中市,大甲溪發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,562,關懷弱勢，提升台電企業形象
61,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,金門縣,塔山發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,110,關懷弱勢，提升台電企業形象
62,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,第一核能發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1566,關懷弱勢，提升台電企業形象
63,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,大林發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,2760,配合宣導電力發展營運，提昇文教品質
64,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,高雄市,大林發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,763,關懷弱勢，提升台電企業形象
65,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,卓蘭發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1104,配合宣導電力發展營運，提昇文教品質
66,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,基隆市,協和發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,703,關懷弱勢，提升台電企業形象
67,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,林口發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1305,關懷弱勢，提升台電企業形象
68,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,臺中市,台中發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1004,關懷弱勢，提升台電企業形象
69,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,蘭陽發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1435,配合宣導電力發展營運，提昇文教品質
70,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,苗栗縣,卓蘭發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,602,關懷弱勢，提升台電企業形象
71,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,台中發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3091,配合宣導電力發展營運，提昇文教品質
72,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,連江縣,協和發電廠(珠山分廠),aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,653,關懷弱勢，提升台電企業形象
73,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,明潭發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,803,關懷弱勢，提升台電企業形象
74,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,萬大發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,803,關懷弱勢，提升台電企業形象
75,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,尖山發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,2098,配合宣導電力發展營運，提昇文教品質
76,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,明潭發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,2429,配合宣導電力發展營運，提昇文教品質
77,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,第二核能發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,442,關懷弱勢，提升台電企業形象
78,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,第三核能發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3643,配合宣導電力發展營運，提昇文教品質
79,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,大潭發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,1987,配合宣導電力發展營運，提昇文教品質
80,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,協和發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,2208,配合宣導電力發展營運，提昇文教品質
81,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,澎湖縣,尖山發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1606,關懷弱勢，提升台電企業形象
82,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,宜蘭縣,蘭陽發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,100,關懷弱勢，提升台電企業形象
83,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,第二核能發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3091,配合宣導電力發展營運，提昇文教品質
84,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,林口發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3146,配合宣導電力發展營運，提昇文教品質
85,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,其它,東部發電廠,aa,協助104學年度促進電力發展營運協助金獎學金,aa,aa,aa,aa,aa,3312,配合宣導電力發展營運，提昇文教品質
86,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,桃園市,大潭發電廠,aa,協助104學年度促進電力發展營運協助金特別助學金,aa,aa,aa,aa,aa,1044,關懷弱勢，提升台電企業形象
87,促進電力發展營運協助金審議委員會,2015/12/9,aa,aa,臺中市,臺中市和平區環山社區發展協會,aa,協助臺中市和平區環山社區發展協會辦理105年度原住民族民俗文化活動,2015/12/31,2016/1/1,台中市和平區,471,50,50,配合宣導電力發展營運，維護傳統習俗
88,促進電力發展營運協助金審議委員會,2015/12/11,aa,aa,高雄市,核能火力發電工程處南部施工處,aa,協助核能火力發電工程處南部施工處辦理104年歲末業務溝通及電力宣導活動,2015/12/21,2015/12/31,高雄市小港區及林園區,100,100,100,配合宣導電力發展營運，提升台電企業形象
89,促進電力發展營運協助金審議委員會,2015/12/7,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所辦理通霄鎮通西里印製電話聯絡簿,2015/10/1,2015/11/30,苗栗縣通霄鎮,81,81,80,配合宣導電力發展營運，提昇文教品質
90,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104德和里坪頂路、山腳里出火道路改善工程(※本項協助計畫補助比例89.12%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,700,促進電力發展營運，增進地方建設
91,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104恆春鎮茄湖里茄苳路等道路改善工程(※本項協助計畫補助比例89.26%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,700,促進電力發展營運，增進地方建設
92,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104恆春鎮頭溝里道路改善工程(※本項協助計畫補助比例82.50%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,800,促進電力發展營運，增進地方建設
93,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104恆春鎮鵝鑾里鵝鑾路、水蛙窟道路及排水溝改善工程(※本項協助計畫補助比例83.08%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,1700,促進電力發展營運，增進地方建設
94,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104恆春墾丁里墾丁路、和平巷道路及排水溝改善工程(※本項協助計畫補助比例75.50%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,1200,促進電力發展營運，增進地方建設
95,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104網紗里護岸改善工程(※本項協助計畫補助比例89.98%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,1500,促進電力發展營運，增進地方建設
96,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104恆春鎮大光里道路改善工程(※本項協助計畫補助比例87.39%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,700,促進電力發展營運，增進地方建設
97,促進電力發展營運協助金審議委員會,2015/9/24,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理104南灣里道路及排水溝改善工程(※本項協助計畫補助比例80.15%),2015/4/1,2015/12/31,屏東縣恆春鎮仁壽里,25338,25338,700,促進電力發展營運，增進地方建設
98,促進電力發展營運協助金審議委員會,2015/12/7,aa,aa,臺中市,台中發電廠,aa,協助台中發電廠辦理大家藝起來-話我家鄉暨長期深耕電力宣導活動,2015/12/12,2015/12/12,臺中市龍井區,100,100,100,配合宣導電力發展營運，提昇文教品質
99,促進電力發展營運協助金審議委員會,2015/12/3,aa,aa,苗栗縣,通霄發電廠,aa,協助通霄發電廠辦理104年度歲末送暖系列活動計畫,2015/12/7,2016/2/28,苗栗縣通霄鎮,293,293,293,關懷弱勢，提升台電企業形象
100,促進電力發展營運協助金審議委員會,2015/12/7,aa,aa,高雄市,高雄市小港區公所,aa,協助高雄市小港區公所104年度發電年度促協金(施工中)-大林發電廠更新改建,aa,aa,aa,aa,32000,32000,促進電力發展營運，協助公共建設及增進地方福祉
101,促進電力發展營運協助金審議委員會,2015/12/11,aa,aa,金門縣,塔山發電廠,aa,協助塔山發電廠辦理台電公司2015年關懷周邊學校校園用電安全健檢(含節約能源宣導)活動,2015/12/16,2015/12/18,金門縣金城鎮,20,20,20,配合宣導電力發展營運，提昇文教品質
102,促進電力發展營運協助金審議委員會,2015/12/11,aa,aa,金門縣,金門縣金城鎮前水頭社區發展協會,14917236,協助金門縣金城鎮前水頭社區發展協會辦理前水頭李氏家廟重修奠安慶典暨節約能源宣導活動,2015/12/5,2015/12/7,金門縣金城鎮,1317,300,100,配合宣導電力發展營運，維護傳統習俗
103,促進電力發展營運協助金審議委員會,2015/12/8,aa,aa,臺中市,台中發電廠,aa,協助台中發電廠辦理104年度台電特別助學金關懷精英學生生活近況暨電力宣導活動,2015/12/26,2015/12/26,台中龍井區及南投縣,300,300,300,關懷弱勢，提升台電企業形象
104,促進電力發展營運協助金審議委員會,2015/12/8,aa,aa,苗栗縣,台灣省松柏盆栽協會,14922202,協助台灣省松柏盆栽協會辦理104年度【會員盆栽展暨節能減碳.社區關懷】活動,2015/12/8,2015/12/13,台中市北區,326,50,30,配合宣導電力發展營運，提昇文教品質
105,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理八仙村仙鹿巷AC工程等9件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,2934,促進電力發展營運，增進地方建設
106,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理爽文村小龜坑擋土牆工程等9件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,1899,促進電力發展營運，增進地方建設
107,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理永平村產業道路工程等11件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,2052,促進電力發展營運，增進地方建設
108,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理永和村竹欉農路工程等2件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,720,促進電力發展營運，增進地方建設
109,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理廣福村內城巷AC工程等10件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,1935,促進電力發展營運，增進地方建設
110,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理永芳村大丘園雙坑口道路改善工程等6件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,1215,促進電力發展營運，增進地方建設
111,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理義和村新厝排水改善工程等8件(※本項協助計畫補助比例88.98%),aa,aa,aa,aa,16200,1762,促進電力發展營運，增進地方建設
112,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理內城村灰石坪農路改善工程等9件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,2115,促進電力發展營運，增進地方建設
113,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理永福村仙峰巷支線改善工程等4件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,918,促進電力發展營運，增進地方建設
114,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣中寮鄉公所,aa,協助南投縣中寮鄉公所辦理龍安村龍南路支線改善工程等2件(※本項協助計畫補助比例90%),aa,aa,aa,aa,16200,450,促進電力發展營運，增進地方建設
115,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,南投縣,南投縣政府,aa,協助南投縣政府辦理2016南投燈會,2016/1/31,2016/2/28,南縣縣轄內,29590,3000,800,促進電力發展營運，增進產業發展
116,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,新北市板橋區公所,aa,協助新北市板橋區公所辦理104年度輸變電促協金(施工中)--埔墘S/S#3M.TR增設工程(完工),aa,aa,aa,aa,750,750,促進電力發展營運，協助公共建設及增進地方福祉
117,促進電力發展營運協助金審議委員會,2015/12/7,aa,aa,高雄市,高雄市養殖漁業發展協會,14687298,協助高雄市養殖漁業發展協會辦理104年養殖產銷效能學習活動,2015/12/11,2015/12/12,台中發電廠,89,79,70,配合宣導電力發展營運，提升台電企業形象
118,促進電力發展營運協助金審議委員會,2015/12/4,aa,aa,澎湖縣,澎湖縣湖西鄉尖山社區發展協會,60356139,協助澎湖縣湖西鄉尖山社區發展協會辦理做菜繭迎冬至活動暨顯濟殿建醮祈福法會,2015/12/12,2016/1/8,澎湖縣湖西鄉,296,200,150,配合宣導電力發展營運，維護傳統習俗
119,促進電力發展營運協助金審議委員會,2015/12/7,aa,aa,花蓮縣,花蓮縣秀林鄉榕樹社區發展協會,94983406,協助花蓮縣秀林鄉榕樹社區發展協會辦理104年度銅門村村校聯合運動會活動,2015/12/20,2015/12/20,花蓮縣秀林鄉,345,40,40,配合宣導電力發展營運，提昇文教品質
120,促進電力發展營運協助金審議委員會,2015/12/2,aa,aa,屏東縣,第三核能發電廠,aa,協助第三核能發電廠辦理104年度台電特別獎助學金關懷菁英學生生活近況暨電力宣導活動,2015/12/26,2015/12/26,屏東縣恆春鎮,300,300,300,關懷弱勢，提升台電企業形象
121,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,新北市,新北市政府,aa,協助新北市政府辦理2016新北市平溪天燈節活動,2016/2/11,2016/2/22,新北市平溪區,17150,4000,2000,配合宣導電力發展營運，提升台電企業形象
122,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,臺中市,臺中市臺中區漁會,55709324,協助臺中市臺中區漁會辦理梧棲漁港漁船修造廠環境改善計畫,2015/10/1,2015/12/31,台中市清水區,5500,3000,3000,促進電力發展營運，增進地方建設
123,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,臺中市,臺中市龍井區農會,56376204,協助臺中市龍井區農會辦理104年度農特產品展售中心計畫,2015/11/1,2016/6/30,臺中市龍井區,2217,2000,1500,促進電力發展營運，增進產業發展
124,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理苗栗縣山線海線自行車道景觀橋新建工程,2015/10/1,2016/8/31,苗栗縣苑裡鎮,6000,5400,4500,促進電力發展營運，增進地方建設
125,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,高雄市,高雄市湖內區公所,aa,協助高雄市湖內區公所辦理高雄市湖內區湖東里活動中心興(增)建計畫,aa,aa,aa,aa,1500,1500,促進電力發展營運，增進地方建設
126,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,屏東縣,屏東縣滿州鄉公所,aa,協助屏東縣滿州鄉公所辦理滿州鄉滿州村巷道路面改善工程,2015/9/1,2015/12/31,屏東縣滿州鄉,2200,1980,1200,促進電力發展營運，增進地方建設
127,促進電力發展營運協助金審議委員會,2015/12/3,aa,aa,高雄市,高雄市湖街長壽協進會,38749006,協助高雄市湖街長壽協進會辦理104年度節約能源宣導暨環境觀摩研習活動,2015/12/9,2015/12/9,通霄發電廠,88,65,35,配合宣導電力發展營運，提升台電企業形象
128,促進電力發展營運協助金審議委員會,2015/12/2,aa,aa,桃園市,桃園市大園區公所,aa,協助桃園市大園區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,3546,3546,促進電力發展營運，協助公共建設及增進地方福祉
129,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,基隆市,基隆市農會,277408,協助基隆市農會辦理基隆市颱風災後農民復耕協助計畫,2015/10/25,2015/12/15,基隆市,120,1080,700,促進電力發展營運，增進產業發展
130,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,桃園市,桃園市蘆竹區公所,aa,協助桃園市蘆竹區公所104年度發電年度促協金(施工中)-林口發電廠新增改建,aa,aa,aa,aa,19200,19200,促進電力發展營運，協助公共建設及增進地方福祉
131,促進電力發展營運協助金審議委員會,2015/11/30,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理改善大平國小教學環境設備-申購電腦主機,2015/11/1,2015/12/31,屏東縣恆春鎮,150,135,80,配合宣導電力發展營運，提昇文教品質
132,促進電力發展營運協助金審議委員會,2015/11/30,aa,立委王進士,臺北市,台灣農業生技學會,48727608,協助台灣農業生技學會辦理屏東溫泉季,2015/12/18,2015/12/27,屏東縣車城鄉,1300,500,150,促進電力發展營運，增進產業發展
133,促進電力發展營運協助金審議委員會,2015/11/30,aa,aa,屏東縣,屏東縣滿州鄉公所,aa,協助屏東縣滿州鄉公所辦理民國105年農民曆,2015/12/1,2015/12/31,屏東縣滿州鄉,200,100,80,配合宣導電力發展營運，提昇文教品質
134,促進電力發展營運協助金審議委員會,2015/11/30,aa,aa,屏東縣,屏東縣恆春鎮公所,aa,協助屏東縣恆春鎮公所辦理改善墾丁鵝鑾分校體育設備,2015/12/1,2015/12/31,屏東縣恆春鎮,100,90,70,配合宣導電力發展營運，提昇文教品質
135,促進電力發展營運協助金審議委員會,2015/11/27,aa,aa,高雄市,高雄市林園區公所,aa,協助高雄市林園區公所辦理2016洋蔥促銷活動,2016/1/23,2016/1/23,高雄市林園區,380,280,250,促進電力發展營運，增進產業發展
136,促進電力發展營運協助金審議委員會,2015/11/26,aa,aa,臺中市,臺中市沙鹿區北勢國民小學,aa,協助臺中市沙鹿區北勢國民小學辦理九十三週年校慶暨節約用電宣導活動計畫,2015/12/2,2015/12/2,臺中市沙鹿區,126,50,50,配合宣導電力發展營運，提昇文教品質
