項次,單位代號,核准日期,預算科目/名稱,關注民代,補助縣市鄉鎮區,申請補(捐)助單位,統一編號,活動名稱,活動時間(起),活動時間(迄),活動地點,"活動總經額 (千元)","申請補助金額 (千元)","核准補助金額 (千元)",核准理由
152,A079,2015/2/26,aa,aa,苗栗縣,苗栗縣卓蘭鎮公所,aa,協助苗栗縣卓蘭鎮公所辦理2015年植樹節活動(預計活動時程:2015/3/7),2015/3/7,2015/3/7,苗栗縣卓蘭鎮,284,260,60,配合宣導電力發展營運，提升台電企業形象
153,A079,2015/2/24,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理『2015苑裡閩客慶元宵』系列活動(預計活動時程:2015/2/27),2015/2/27,2015/2/27,苗栗縣苑裡鎮,940,300,100,配合宣導電力發展營運，維護傳統習俗
154,A079,2015/2/26,aa,aa,苗栗縣,苗栗縣客閩音悅文化推展協會,39923045,協助苗栗縣客閩音悅文化推展協會辦理104年迎春納福賀新年活動(預計活動時程:2015/3/4),2015/3/4,2015/3/4,苗栗縣苑裡鎮,185,60,20,配合宣導電力發展營運，維護傳統習俗
155,A079,2015/3/2,aa,aa,屏東縣,第三核能發電廠,aa,協助第三核能發電廠辦理第32屆核能盃環保睦鄰橋藝邀請賽(預計活動時程:2015/7/11-2015/8/20),2015/7/11,2015/8/20,屏東縣恆春鎮,85,85.2,85,配合宣導電力發展營運，提昇文教品質
156,A079,2015/2/25,aa,aa,高雄市,高雄市茄萣區嘉泰社區發展協會,36651744,協助高雄市茄萣區嘉泰社區發展協會辦理會員參訪國家建設暨節能減碳宣導活動(預計參訪活動時程:2015/3/22-2015/3/24),2015/3/22,2015/3/24,通霄發電廠,274,60,40,配合宣導電力發展營運，提升台電企業形象
157,A079,2015/2/24,aa,aa,新北市,新北市萬里區婦女會,2251376,協助新北市萬里區婦女會辦理「婦女新知成長研習暨社會福利宣導」(預計參訪活動時程:2015/4/11-2015/5),2015/4/1,2015/5/30,東部發電廠,356,200,70,配合宣導電力發展營運，提升台電企業形象
158,A079,2015/2/25,aa,aa,高雄市,高雄市彌陀區過港社區發展協會,78935815,協助高雄市彌陀區過港社區發展協會辦理104年地方產業文化交流活動(預計參訪活動時程:2015/3/27-2015/3/28),2015/3/27,2015/3/28,台中發電廠,175,50,40,配合宣導電力發展營運，提升台電企業形象
159,A079,2015/2/26,aa,aa,基隆市,基隆市外木山民俗文化觀光協會,37959762,協助基隆市外木山民俗文化觀光協會辦理協安宮春節中南部電力參訪暨進香活動(預計參訪活動時程:2015/3/6-2015/3/8),2015/3/6,2015/3/8,南部發電廠、台中發電廠,360,200,180,配合宣導電力發展營運，維護傳統習俗
160,A079,2015/2/24,aa,aa,高雄市,中華民國婦女聯合會青溪分會高雄縣支會路竹支分會,10101858,協助中華民國婦女聯合會青溪分會高雄縣支會路竹支分會辦理參觀國家經濟建設104年度會員大會及會員聯誼活動計畫(預計參訪活動時程:2015/3/7-2015/3/8),2015/3/7,2015/3/8,第二核能發電廠,445,80,50,配合宣導電力發展營運，提升台電企業形象
161,A079,2015/2/25,aa,aa,高雄市,高雄市龍鳳長青敬老協會,57933586,協助高雄市龍鳳長青敬老協會辦理舉辦關懷老人生活暨宣導支持大林電廠更新改建計畫活動(預計活動時程:2015/3/14),2015/3/14,2015/3/14,高雄市小港區,233,100,60,關懷弱勢，提升台電企業形象
162,A079,2015/2/25,aa,aa,高雄市,高雄市紅毛港文化協會,92086519,協助高雄市紅毛港文化協會辦理舉辦文化工作研習暨宣導支持大林電廠更新改建計畫活動(預計活動時程:2015/3/15),2015/3/15,2015/3/15,高雄市小港區,246,160,50,配合宣導電力發展營運，提升台電企業形象
163,A079,2015/2/26,aa,aa,臺中市,臺中市龍井區麗水社區發展協會,14929373,協助臺中市龍井區麗水社區發展協會辦理元宵佳節喜迎春寒冬送暖愛心晚會暨支持節約能源及推廣乾淨能源政策宣導活動(預計活動時程:2015/3/5),2015/3/5,2015/3/5,臺中市龍井區,522,400,270,配合宣導電力發展營運，維護傳統習俗
164,A079,2015/2/25,aa,aa,高雄市,高雄市路竹頂寮長青協會,13990119,協助高雄市路竹頂寮長青協會辦理104年會員交流及關懷弱勢團體活動(預計參訪活動時程:2015/3/15-2015/3/17),2015/3/15,2015/3/17,通霄發電廠,178,50,40,關懷弱勢，提升台電企業形象
165,A079,2015/2/24,aa,aa,南投縣,南投縣水里鄉公所,aa,協助南投縣水里鄉公所辦理「書香滿水里」校園閱讀推廣活動(預計活動時間:2015/4/1-2015/8/31),2015/4/1,2015/8/31,南投縣水里鄉,171,130,100,配合宣導電力發展營運，提昇文教品質
166,A079,2015/2/24,aa,aa,高雄市,高雄市湖內人文發展協會,26464031,協助高雄市湖內人文發展協會辦理「104年鄉土環境生活歷史及生態觀摩」(預計參訪活動時程:2015/3/7~2015/3/9),2015/3/7,2015/3/9,通霄發電廠,245,120,80,配合宣導電力發展營運，提升台電企業形象
167,A079,2015/2/24,aa,aa,高雄市,大高雄彌陀婦女會,62973159,協助大高雄彌陀婦女會辦理一0四年度地方產業觀摩聯誼活動(預計參訪活動時程:2015/3/1~2015/3/3),2015/3/1,2015/3/3,台中發電廠,321,100,40,配合宣導電力發展營運，提升台電企業形象
168,A079,2015/2/24,aa,aa,高雄市,高雄市茄萣區農會,88200600,協助高雄市茄萣區農會辦理104年度選任人員參觀電力建設活動(預計參訪活動時程:2015/3/2-2015/3/4),2015/3/2,2015/3/4,第三核能發電廠,274,150,100,配合宣導電力發展營運，提升台電企業形象
169,A079,2015/2/26,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理2015新北市野柳神明淨港文化祭(預計活動時程:2015/2-2015/3),2015/2/1,2015/3/31,新北市萬里區,2466,270,270,配合宣導電力發展營運，維護傳統習俗
170,A079,2015/2/24,aa,aa,新北市,新北市健康育樂推廣協會,31783437,協助新北市健康育樂推廣協會辦理「關懷弱勢愛心慈善慰問暨社會福利宣導」活動(預計參訪活動時程:2015/4),2015/4/1,2015/4/30,通霄發電廠,370,200,60,配合宣導電力發展營運，提升台電企業形象
171,A079,2015/2/24,aa,aa,新北市,新北市金山區公所,aa,協助新北市金山區公所辦理104年度藝文展演活動(預計活動時程:2015/12),2015/12/1,2015/12/31,新北市金山區,610,610,100,配合宣導電力發展營運，提昇文教品質
172,A079,2015/2/24,aa,aa,新北市,新北市萬里區公所,aa,協助新北市萬里區公所辦理新北市萬里區萬里里104年端午佳節健走活動(預計活動時程:2015/6),2015/6/1,2015/6/30,新北市萬里區,200,100,90,配合宣導電力發展營運，維護傳統習俗
,,,,,,,,,,,,,,,
1,A079,2015/4/27,aa,aa,臺中市,臺中市霧峰區公所,aa,協助臺中市霧峰區公所104年度輸變電促協金(運轉中)--霧峰超高壓變電所,aa,aa,aa,aa,5100,5100,促進電力發展營運，協助公共建設及增進地方福祉
2,A079,2015/4/27,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所辦理通霄鎮104年七夕情人節活動─「牽伴一世，綻放深情」暨節約能源宣導,2015/8/16,2015/8/16,苗栗縣通霄鎮,450,250,150,配合宣導電力發展營運，維護傳統習俗
3,A079,2015/4/24,aa,aa,苗栗縣,苗栗縣山柑民俗文化協會,25336045,協助苗栗縣山柑民俗文化協會辦理2015苑裡文化推廣暨政令宣導活動,2015/5/31,2015/5/31,苗栗縣苑裡鎮,418,80,20,配合宣導電力發展營運，提昇文教品質
4,A079,2015/4/24,aa,aa,苗栗縣,苗栗縣通霄全民健康推廣協會,25371099,協助苗栗縣通霄全民健康推廣協會辦理104年度「輕食活、歌樂喉、親子健步走」研習活動,2015/5/3,2015/5/3,苗栗縣通霄鎮,198,50,20,配合宣導電力發展營運，提昇文教品質
5,A079,2015/4/27,aa,aa,高雄市,高雄市路竹區公所,aa,協助高雄市路竹區公所104年度發電年度促協金(運轉中),aa,aa,aa,aa,27376,27376,促進電力發展營運，協助公共建設及增進地方福祉
6,A079,2015/4/23,aa,aa,苗栗縣,苗栗縣通苑區漁會,74865253,協助苗栗縣通苑區漁會辦理104年度選(聘)任人員教育研習活動,2015/5/12,2015/5/15,興達發電廠、大潭發電廠,475,150,100,配合宣導電力發展營運，提昇文教品質
7,A079,2015/4/24,aa,aa,苗栗縣,苗栗縣苑裡鎮山柑社區發展協會,17706804,協助苗栗縣苑裡鎮山柑社區發展協會辦理104年度【山柑媽祖文化民俗育樂技藝遶境祈福活動】,2015/5/9,2015/5/10,苗栗縣苑裡鎮,207,60,30,配合宣導電力發展營運，維護傳統習俗
8,A079,2015/4/27,aa,aa,臺中市,臺中市龍井區農會,56376204,協助臺中市龍井區農會辦理龍井西瓜產業文化節暨節約用電宣導活動,2015/5/17,2015/5/17,臺中市龍井區,750,200,180,促進電力發展營運，增進產業發展
9,A079,2015/4/27,aa,aa,桃園市,桃園市觀音區社區婦女協會,13987634,協助桃園市觀音區社區婦女協會辦理觀音區104年度模範母親表揚暨節約能源宣導活動,2015/5/9,2015/5/9,桃園市觀音區,360,180,150,配合宣導電力發展營運，維護傳統習俗
10,A079,2015/4/24,aa,aa,苗栗縣,苗栗縣苑裡鎮公所,aa,協助苗栗縣苑裡鎮公所辦理2015年苑裡鎮客家神農民俗慶典活動,2015/6/11,2015/6/12,苗栗縣苑裡鎮,980,100,50,配合宣導電力發展營運，維護傳統習俗
11,A079,2015/4/27,aa,aa,高雄市,臺中市仁武區公所,aa,協助高雄市仁武區公所104年度輸變電促協金(運轉中)--仁武超高壓變電所,aa,aa,aa,aa,3600,4250,促進電力發展營運，協助公共建設及增進地方福祉
12,A079,2015/4/27,aa,aa,臺中市,臺中市西屯區公所,aa,協助臺中市西屯區公所104年度輸變電促協金(運轉中)--中科超高壓變電所,aa,aa,aa,aa,3600,3600,促進電力發展營運，協助公共建設及增進地方福祉
13,A079,2015/4/27,aa,aa,新北市,新北市萬里區漁會,37161409,協助新北市萬里區漁會辦理104年漁村生活改善教育觀摩外縣市地方建設活動,2015/6/1,2015/6/30,通霄發電廠,746,520,270,配合宣導電力發展營運，提升台電企業形象
14,A079,2015/4/22,aa,aa,苗栗縣,苗栗縣通霄鎮啟明國民小學,aa,協助苗栗縣通霄鎮啟明國民小學辦理「啟明國小第七十五週年校慶活動,2015/5/2,2015/5/2,苗栗縣通霄鎮,197,130,50,配合宣導電力發展營運，提昇文教品質
15,A079,2015/4/23,aa,aa,桃園市,桃園市觀音區長青會,19469428,協助桃園市觀音區長青會辦理「104年度春季節能減碳、節約用水宣導暨參訪研習活動」,2015/5/18,2015/5/28,第三核能發電廠,783,150,80,配合宣導電力發展營運，提升台電企業形象
16,A079,2015/4/22,aa,aa,苗栗縣,苗栗縣通霄青年社會福利慈善關懷協會,10923236,協助苗栗縣通霄青年社會福利慈善關懷協會辦理104年度推動節約能源觀摩暨城鄉建設發展研習,2015/6/9,2015/6/10,明潭發電廠,593,250,100,配合宣導電力發展營運，提昇文教品質
17,A079,2015/4/22,aa,aa,苗栗縣,苗栗縣苑裡鎮社苓社區發展協會,19305018,協助苗栗縣苑裡鎮社苓社區發展協會辦理104年度「營造社區教育研習」活動,2015/5/24,2015/5/25,高屏發電廠,335,168,30,配合宣導電力發展營運，提昇文教品質
18,A079,2015/4/27,aa,aa,新北市,新北市萬里區婦女會,2251376,協助新北市萬里區婦女會辦理關懷弱勢溫暖人間千萬情愛心慈善晚會,2015/8/1,2015/8/31,新北市萬里區,477,200,150,關懷弱勢，提升台電企業形象
19,A079,2015/4/22,aa,aa,苗栗縣,苗栗縣苑裡鎮田心美食推展協會,26950716,協助苗栗縣苑裡鎮田心美食推展協會辦理104烹飪教室研習暨參觀火力發電廠活動,2015/7/11,2015/7/12,臺中火力發電廠,149,70,30,配合宣導電力發展營運，提昇文教品質
20,A079,2015/4/23,aa,aa,臺中市,臺中市東勢區公所,aa,協助臺中市東勢區公所辦理臺中市新盛國民小學20週年校慶暨社區聯合運動會,2015/4/27,2015/5/2,臺中市東勢區,360,104,50,配合宣導電力發展營運，提昇文教品質
21,A079,2015/4/23,aa,aa,桃園市,桃園市新屋區下埔社區發展協會,66963499,協助桃園市新屋區下埔社區發展協會辦理104年社區綠美化環保、節能減碳宣導暨參觀優良社區觀摩研習電源開發參觀電廠活動,2015/5/15,2015/5/17,台中發電廠,563,80,50,配合宣導電力發展營運，提升台電企業形象
22,A079,2015/4/20,aa,aa,臺中市,再生能源處,aa,協助再生能源處辦理104年度電力業務宣導暨敦親睦鄰網球邀請賽,2015/8/1,2015/8/31,彰化縣雲林鎮,96,96,96,配合宣導電力發展營運，提昇文教品質
23,A079,2015/4/23,aa,aa,宜蘭縣,宜蘭縣三星鄉拱照社區發展協會,80898344,協助宜蘭縣三星鄉拱照社區發展協會辦理104年「慶祝母親節暨節約能源宣導」活動,2015/5/9,2015/5/9,宜蘭縣三星鄉,160,50,20,配合宣導電力發展營運，維護傳統習俗
24,A079,2015/4/23,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理田中里長壽俱樂部「關懷老人戶外觀摩暨節約能源及用電安全宣導活動」,2015/5/15,2015/5/16,南部發電廠,182,50,40,配合宣導電力發展營運，提升台電企業形象
25,A079,2015/4/23,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理田中里守望相助推行委員會勤務訓練暨節約能源用電安全及推廣乾淨能源政策宣導活動,2015/5/9,2015/5/10,通霄發電廠,287,60,40,配合宣導電力發展營運，提升台電企業形象
26,A079,2015/4/22,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理忠和里守望相助隊104年春季文化觀摩及教育訓練暨節約用電安全宣導及推廣乾淨能源政策宣導活動,2015/5/2,2015/5/3,南部發電廠,488,100,70,配合宣導電力發展營運，提升台電企業形象
27,A079,2015/4/16,aa,立委廖正井,桃園市,桃園市觀音區伍宏老人會,99781294,協助桃園市觀音區伍宏老人會辦理104年度春季藝文研習聯誼暨節約能源及節約用水宣導活動,2015/4/26,2015/4/28,大觀發電廠,808,100,50,配合宣導電力發展營運，提升台電企業形象
28,A079,2015/4/21,aa,aa,高雄市,高雄市彌陀區鹽埕社區發展協會,29427840,協助高雄市彌陀區鹽埕社區發展協會辦理傳統技藝祈福文化活動,2015/5/9,2015/5/12,高雄市彌陀區,450,150,90,配合宣導電力發展營運，維護傳統習俗
29,A079,2015/4/22,aa,aa,高雄市,高雄市永安區農會,88500402,協助高雄市永安區農會辦理104年度農業推廣三部門農業技術參訪活動,2015/6/19,2015/6/21,通霄發電廠,580,100,100,配合宣導電力發展營運，提升台電企業形象
30,A079,2015/4/22,aa,aa,高雄市,高雄市永安區保寧社區發展協會,78941990,協助高雄市永安區保寧社區發展協會辦理長壽會參訪國家重大建設活動,2015/5/21,2015/5/23,第三核能發電廠,458,120,80,配合宣導電力發展營運，提升台電企業形象
31,A079,2015/4/21,aa,aa,高雄市,高雄市路竹區新達社區發展協會,20255753,協助高雄市路竹區新達社區發展協會辦理新達清雲宮「團結互助、感恩惜福」文化藝術暨節約能源宣導活動,2015/5/9,2015/5/11,高雄市路竹區,968,200,65,配合宣導電力發展營運，維護傳統習俗
32,A079,2015/4/20,aa,aa,苗栗縣,苗栗縣太極氣功推展協會,25346867,協助苗栗縣太極氣功推展協會辦理太極氣功第一套研習活動,2015/4/26,2015/4/26,苗栗縣通霄鎮,121,30,20,配合宣導電力發展營運，提昇文教品質
33,A079,2015/4/16,aa,aa,苗栗縣,苗栗縣通霄富麗農村發展協會,99681181,協助苗栗縣通霄富麗農村發展協會辦理2015年客家桐花祭「賞桐巡樟聊通霄」,2015/4/18,2015/4/19,苗栗縣通霄鎮,334,70,50,配合宣導電力發展營運，提昇文教品質
34,A079,2015/4/20,aa,aa,基隆市,基隆區漁會,2550590,協助基隆區漁會辦理「基隆本港」系列之「小卷」漁產品行銷推廣活動,2015/5/1,2015/12/31,基隆市,400,200,80,促進電力發展營運，增進產業發展
35,A079,2015/4/16,aa,aa,苗栗縣,苗栗縣通霄鎮公所,aa,協助苗栗縣通霄鎮公所辦理104年度通霄鎮社區全民運動會,2015/10/25,2015/10/25,苗栗縣通霄鎮,1266,300,300,配合宣導電力發展營運，提昇文教品質
36,A079,2015/4/20,aa,aa,南投縣,南投縣魚池鄉公所,aa,協助南投縣魚池鄉公所辦理2015第六屆魚池鐵馬趴趴GO,2015/5/3,2015/5/3,南投縣魚池鄉,721,120,80,配合宣導電力發展營運，提昇文教品質
37,A079,2015/4/16,aa,aa,臺中市,臺中市龍井區公所,aa,協助臺中市龍井區公所辦理【104年度宜蘭頭城農場親子活動觀摩暨用電安全宣導與推廣乾淨能源政策宣導活動】,2015/4/25,2015/4/26,通霄發電廠,360,120,70,配合宣導電力發展營運，提升台電企業形象
38,A079,2015/4/16,aa,aa,高雄市,高雄市永安區漁會,88500607,協助高雄市永安區漁會辦理幹部、漁民代表漁業交流活動,2015/8/1,2015/8/31,東部發電廠,684,200,180,配合宣導電力發展營運，提升台電企業形象
39,A079,2015/4/16,aa,aa,高雄市,高雄市彌陀區漁會,88230702,協助高雄市彌陀區漁會辦理漁業建設參訪促進地方產業活動,2015/5/1,2015/6/30,台中發電廠,403,300,200,促進電力發展營運，增進產業發展
40,A079,2015/4/16,aa,aa,高雄市,高雄市林園區公所,aa,協助高雄市林園區公所辦理104年高雄端午中芸漁港傳統龍舟錦標賽,2015/6/19,2015/6/21,高雄市林園區,6117,600,250,配合宣導電力發展營運，維護傳統習俗
